tx_id,merchant_id,order_id,category,amount,hour,dayofweek,device_age_days,local_time,created_at,status
290,1,order_TWmGx2IT5H0Nrx,digital_goods,199.0,18,1,175.37,17400.0,1788266793,created
291,1,order_TWmGweSB9Cb516,electronics,199.0,18,1,52.85,17460.0,1788266793,created
292,2,order_TWmGwSKvmvjwmp,electronics,199.0,18,1,296.58,17520.0,1788266793,created
293,2,order_TWmGwqrcccFd0f,electronics,299.0,18,1,312.19,17580.0,1788266793,created
294,4,order_TWmGxbDHFA81jJ,electronics,299.0,18,1,362.52,17640.0,1788266794,created
295,4,order_TWmGxm6TfHQKh3,digital_goods,199.0,18,1,112.38,17700.0,1788266794,created
296,1,order_TWmGxyGXgetyqp,electronics,9.9,18,1,239.65,17760.0,1788266794,created
297,4,order_TWmGyATaCjDMHv,digital_goods,9.9,18,1,303.34,17820.0,1788266794,created
298,0,order_TWmGyLzPjxEpsr,digital_goods,199.0,18,1,46.61,17880.0,1788266794,created
299,0,order_TWmGyYGzHpAu56,electronics,199.0,18,1,132.94,17940.0,1788266795,created
