tx_id,order_id,customer_id,merchant_id,amount,category,status,device_id,device_age_days,LoginAttempts,CustomerAge,AccountBalance,TransactionDuration,created_at,hour,dayofweek,local_time,is_fraud
559,TX000560,AC00030,M043,356.1,travel,Credit,D000441,30.0,1,26,868.35,187,1698250,16,2,25575,0
560,TX000561,AC00114,M004,27.07,travel,Credit,D000046,30.0,1,80,3773.29,39,1678124,17,0,5449,0
561,TX000562,AC00301,M004,119.89,electronics,Debit,D000013,30.0,1,67,6697.77,60,1703005,17,1,30330,0
562,TX000563,AC00216,M003,106.39,digital_goods,Debit,D000485,30.0,1,37,9410.99,281,1676313,18,0,3638,0
563,TX000564,AC00223,M053,12.04,digital_goods,Debit,D000535,30.0,1,37,6213.32,58,1700064,16,2,27389,0
564,TX000565,AC00413,M045,365.7,travel,Debit,D000051,30.0,2,21,368.78,115,1674837,16,4,2162,0
565,TX000566,AC00086,M064,29.38,travel,Credit,D000053,30.0,1,28,1663.31,63,1676478,16,2,3803,0
566,TX000567,AC00216,M083,319.85,electronics,Debit,D000589,30.0,1,60,711.66,148,1690389,16,2,17714,0
567,TX000568,AC00240,M048,350.14,digital_goods,Credit,D000182,30.0,1,75,2403.25,38,1679683,18,4,7008,0
568,TX000569,AC00298,M041,163.94,travel,Credit,D000352,30.0,1,52,5957.37,73,1691088,18,3,18413,0
569,TX000570,AC00460,M089,170.53,travel,Debit,D000140,30.0,1,24,801.01,58,1675709,18,0,3034,0
570,TX000571,AC00424,M080,262.22,electronics,Credit,D000006,30.0,1,40,5711.71,136,1689270,17,3,16595,0
571,TX000572,AC00434,M027,41.49,digital_goods,Debit,D000422,30.0,1,24,928.33,13,1682354,16,0,9679,0
572,TX000573,AC00471,M062,121.43,travel,Credit,D000244,30.0,1,52,7365.28,243,1679415,16,1,6740,0
573,TX000574,AC00461,M023,350.46,travel,Debit,D000079,30.0,1,51,5839.38,165,1702052,16,4,29377,0
574,TX000575,AC00188,M059,220.41,digital_goods,Credit,D000574,30.0,1,26,5116.98,155,1693845,16,0,21170,0
575,TX000576,AC00013,M003,33.46,electronics,Debit,D000617,30.0,1,72,3641.07,111,1676911,16,0,4236,0
576,TX000577,AC00345,M039,104.79,electronics,Debit,D000531,30.0,1,70,1352.19,223,1691424,16,0,18749,0
577,TX000578,AC00013,M058,246.27,digital_goods,Debit,D000102,30.0,1,29,7299.86,141,1703695,16,2,31020,0
578,TX000579,AC00296,M049,48.85,electronics,Debit,D000645,30.0,1,19,1503.56,176,1702053,16,4,29378,0
579,TX000580,AC00192,M038,332.0,electronics,Debit,D000101,30.0,1,69,5943.13,17,1682612,16,3,9937,0
580,TX000581,AC00378,M071,118.1,digital_goods,Debit,D000023,30.0,1,54,895.66,167,1698770,16,1,26095,0
581,TX000582,AC00205,M004,84.59,travel,Credit,D000560,30.0,1,67,5669.1,10,1681923,16,2,9248,0
582,TX000583,AC00475,M021,295.64,digital_goods,Debit,D000225,30.0,1,21,1061.96,82,1702575,17,3,29900,0
583,TX000584,AC00022,M017,514.33,travel,Debit,D000478,30.0,1,25,1592.94,160,1685723,16,4,13048,0
584,TX000585,AC00150,M007,992.17,electronics,Debit,D000205,30.0,1,43,6215.96,169,1677522,18,0,4847,0
585,TX000586,AC00362,M085,94.59,digital_goods,Debit,D000270,30.0,1,39,6171.89,34,1701450,17,4,28775,0
586,TX000587,AC00170,M014,80.43,travel,Debit,D000483,30.0,1,59,5987.67,157,1672848,16,2,173,0
587,TX000588,AC00429,M042,54.25,digital_goods,Debit,D000353,30.0,1,68,14783.33,37,1690822,16,0,18147,0
588,TX000589,AC00418,M026,178.88,travel,Credit,D000101,30.0,4,76,4708.29,93,1687195,17,0,14520,0
589,TX000590,AC00144,M038,518.85,digital_goods,Debit,D000100,30.0,1,22,1806.0,82,1698086,18,0,25411,0
590,TX000591,AC00449,M081,10.65,digital_goods,Debit,D000484,30.0,1,54,13240.72,161,1682353,16,0,9678,0
591,TX000592,AC00057,M079,198.62,travel,Credit,D000378,30.0,1,27,1196.07,84,1684167,16,0,11492,0
592,TX000593,AC00426,M038,107.03,travel,Debit,D000628,30.0,1,27,1408.07,73,1678127,18,0,5452,0
593,TX000594,AC00039,M030,139.57,electronics,Debit,D000222,30.0,3,19,271.78,263,1700243,17,4,27568,0
594,TX000595,AC00051,M033,312.47,electronics,Debit,D000658,30.0,4,49,9419.27,148,1683048,17,1,10373,0
595,TX000596,AC00471,M007,346.11,travel,Debit,D000362,30.0,1,41,9551.64,213,1672851,17,2,176,0
596,TX000597,AC00039,M099,138.06,travel,Debit,D000188,30.0,1,44,1070.47,159,1690305,17,1,17630,0
597,TX000598,AC00274,M026,158.02,electronics,Debit,D000032,30.0,1,49,9374.24,120,1695229,17,2,22554,0
598,TX000599,AC00095,M071,830.01,digital_goods,Credit,D000559,30.0,1,66,4253.18,96,1689957,16,4,17282,0
599,TX000600,AC00211,M008,435.5,electronics,Debit,D000461,30.0,1,55,6981.03,112,1684176,18,0,11501,0
600,TX000601,AC00184,M068,110.49,digital_goods,Debit,D000449,30.0,1,57,10483.93,48,1698772,17,1,26097,0
601,TX000602,AC00436,M017,329.4,digital_goods,Debit,D000692,30.0,1,34,9588.07,68,1703521,16,0,30846,0
602,TX000603,AC00107,M018,635.4,electronics,Debit,D000002,30.0,1,47,1238.11,106,1695142,16,1,22467,0
603,TX000604,AC00203,M058,769.97,travel,Debit,D000393,30.0,1,22,1244.93,23,1676573,18,3,3898,0
604,TX000605,AC00398,M091,175.07,travel,Debit,D000379,30.0,1,26,1040.25,169,1693849,17,0,21174,0
605,TX000606,AC00312,M028,7.31,travel,Debit,D000060,30.0,1,78,5757.67,282,1687795,16,0,15120,0
606,TX000607,AC00225,M090,175.15,electronics,Debit,D000367,30.0,1,27,1712.65,32,1699549,17,3,26874,0
607,TX000608,AC00150,M022,32.54,digital_goods,Debit,D000008,30.0,4,25,1544.88,183,1688487,16,1,15812,0
608,TX000609,AC00413,M032,121.82,digital_goods,Debit,D000542,30.0,1,60,13293.83,119,1694197,18,4,21522,0
609,TX000610,AC00479,M049,56.12,electronics,Debit,D000431,30.0,1,30,8839.67,102,1694630,18,2,21955,0
610,TX000611,AC00078,M032,424.7,digital_goods,Credit,D000066,30.0,1,56,6239.89,178,1675100,17,0,2425,0
611,TX000612,AC00242,M029,35.16,travel,Debit,D000075,30.0,1,32,8459.18,130,1698256,17,2,25581,0
612,TX000613,AC00149,M028,35.73,travel,Debit,D000693,30.0,1,65,9073.17,87,1686588,16,0,13913,0
613,TX000614,AC00084,M004,3.44,electronics,Debit,D000389,30.0,1,78,7561.33,108,1674149,17,3,1474,0
614,TX000615,AC00466,M032,1342.25,travel,Credit,D000643,30.0,1,21,694.03,235,1682705,18,4,10030,0
615,TX000616,AC00359,M076,139.03,digital_goods,Credit,D000359,30.0,1,50,2276.57,81,1693418,18,2,20743,0
616,TX000617,AC00023,M064,254.92,electronics,Credit,D000088,30.0,1,28,2791.12,169,1695053,16,0,22378,0
617,TX000618,AC00366,M011,115.11,digital_goods,Debit,D000632,30.0,1,28,9808.97,139,1683308,17,4,10633,0
618,TX000619,AC00170,M084,171.11,electronics,Debit,D000172,30.0,1,57,6324.09,171,1684169,16,0,11494,0
619,TX000620,AC00130,M064,168.54,electronics,Debit,D000467,30.0,2,70,13406.0,142,1675354,16,3,2679,0
620,TX000621,AC00183,M054,420.76,travel,Debit,D000329,30.0,1,51,6581.55,76,1677168,16,3,4493,0
621,TX000622,AC00219,M058,408.46,travel,Debit,D000669,30.0,1,64,3140.79,28,1677687,16,2,5012,0
622,TX000623,AC00354,M009,1162.42,digital_goods,Credit,D000153,30.0,1,30,10357.26,45,1692808,16,2,20133,0
623,TX000624,AC00290,M033,342.17,travel,Credit,D000532,30.0,1,21,461.83,247,1702570,16,3,29895,0
624,TX000625,AC00425,M046,580.71,electronics,Debit,D000203,30.0,1,53,5670.0,95,1695227,16,2,22552,0
625,TX000626,AC00370,M044,821.54,travel,Credit,D000142,30.0,1,79,4040.32,36,1692727,18,1,20052,0
626,TX000627,AC00454,M077,253.47,travel,Debit,D000388,30.0,1,20,220.51,238,1686762,17,2,14087,0
627,TX000628,AC00403,M083,22.81,digital_goods,Debit,D000065,30.0,1,62,3634.76,75,1685382,17,0,12707,0
628,TX000629,AC00358,M026,266.57,digital_goods,Credit,D000058,30.0,1,39,7180.48,96,1688407,17,0,15732,0
629,TX000630,AC00296,M079,374.61,digital_goods,Credit,D000056,30.0,1,75,1389.71,37,1693333,18,1,20658,0
630,TX000631,AC00393,M084,339.35,electronics,Credit,D000099,30.0,1,78,5002.7,70,1675440,16,4,2765,0
631,TX000632,AC00223,M081,810.36,electronics,Debit,D000393,30.0,1,20,9239.12,67,1673974,16,1,1299,0
632,TX000633,AC00487,M004,9.83,electronics,Debit,D000054,30.0,1,24,666.42,86,1690218,17,0,17543,0
633,TX000634,AC00215,M073,135.57,travel,Credit,D000225,30.0,1,51,11351.64,116,1686763,17,2,14088,0
634,TX000635,AC00275,M038,340.05,electronics,Debit,D000196,30.0,1,43,7234.15,37,1698427,17,4,25752,0
635,TX000636,AC00482,M039,283.45,travel,Debit,D000399,30.0,1,27,2049.51,127,1697563,17,1,24888,0
636,TX000637,AC00357,M078,100.99,electronics,Debit,D000466,30.0,1,68,8865.27,114,1685377,16,0,12702,0
637,TX000638,AC00026,M071,90.88,travel,Debit,D000449,30.0,1,18,3908.47,176,1676911,16,0,4236,0
638,TX000639,AC00416,M083,655.15,electronics,Debit,D000626,30.0,1,26,5587.44,264,1672676,16,0,1,0
639,TX000640,AC00058,M041,320.55,digital_goods,Debit,D000549,30.0,1,50,438.75,118,1682961,17,0,10286,0
640,TX000641,AC00170,M084,41.51,digital_goods,Debit,D000688,30.0,1,28,609.6,48,1696438,16,2,23763,0
641,TX000642,AC00262,M030,71.53,travel,Credit,D000420,30.0,1,68,2393.73,39,1698684,16,0,26009,0
642,TX000643,AC00032,M096,467.13,travel,Credit,D000025,30.0,1,54,3914.84,45,1695921,17,3,23246,0
643,TX000644,AC00131,M038,235.4,travel,Debit,D000141,30.0,1,28,818.36,70,1695747,17,1,23072,0
644,TX000645,AC00176,M033,159.32,travel,Debit,D000446,30.0,1,18,304.44,100,1673895,18,0,1220,0
645,TX000646,AC00139,M076,50.83,digital_goods,Credit,D000421,30.0,1,30,9553.42,48,1702915,16,0,30240,0
646,TX000647,AC00056,M062,56.89,travel,Credit,D000120,30.0,1,59,3034.67,56,1675447,18,4,2772,0
647,TX000648,AC00276,M003,20.22,electronics,Debit,D000123,30.0,1,43,5515.32,138,1678472,18,4,5797,0
648,TX000649,AC00447,M079,50.4,travel,Debit,D000565,30.0,1,36,1677.01,84,1679936,17,0,7261,0
649,TX000650,AC00143,M009,73.88,travel,Debit,D000405,30.0,1,53,4055.55,131,1683567,17,0,10892,0
650,TX000651,AC00139,M017,119.61,electronics,Debit,D000102,30.0,1,33,9899.94,53,1678810,16,1,6135,0
651,TX000652,AC00208,M089,1241.05,travel,Debit,D000105,30.0,1,18,756.74,129,1700584,16,1,27909,0
652,TX000653,AC00426,M038,116.58,travel,Debit,D000646,30.0,1,43,2620.74,247,1693499,16,3,20824,0
653,TX000654,AC00423,M033,1919.11,electronics,Debit,D000191,30.0,1,30,11090.24,161,1687888,17,1,15213,0
654,TX000655,AC00381,M032,391.96,electronics,Debit,D000452,30.0,1,64,2174.16,79,1687191,16,0,14516,0
655,TX000656,AC00458,M059,156.26,travel,Credit,D000134,30.0,1,46,7854.1,160,1672681,17,0,6,0
656,TX000657,AC00014,M065,427.0,travel,Credit,D000629,30.0,1,49,8253.65,163,1690823,17,0,18148,0
657,TX000658,AC00071,M012,443.68,electronics,Debit,D000400,30.0,1,18,874.15,137,1682449,18,1,9774,0
658,TX000659,AC00054,M071,101.76,travel,Debit,D000374,30.0,1,31,6043.25,26,1676914,17,0,4239,0
659,TX000660,AC00182,M093,67.57,travel,Debit,D000498,30.0,1,37,2766.12,107,1692290,16,3,19615,0
660,TX000661,AC00257,M025,326.29,digital_goods,Debit,D000184,30.0,1,56,8171.26,179,1701882,17,2,29207,0
661,TX000662,AC00006,M087,158.56,electronics,Debit,D000027,30.0,1,33,5401.21,100,1677605,17,1,4930,0
662,TX000663,AC00424,M003,56.02,digital_goods,Debit,D000455,30.0,1,27,3548.02,142,1687197,17,0,14522,0
663,TX000664,AC00131,M087,288.28,digital_goods,Debit,D000127,30.0,1,27,160.83,36,1673975,17,1,1300,0
664,TX000665,AC00133,M088,245.67,travel,Credit,D000097,30.0,1,24,752.25,107,1672684,18,0,9,0
665,TX000666,AC00393,M093,152.18,digital_goods,Credit,D000637,30.0,4,39,2459.84,176,1691427,16,0,18752,0
666,TX000667,AC00361,M025,114.35,travel,Credit,D000264,30.0,1,41,469.12,21,1701101,16,0,28426,0
667,TX000668,AC00092,M053,373.27,digital_goods,Credit,D000090,30.0,1,61,8441.61,79,1689703,18,1,17028,0
668,TX000669,AC00049,M068,504.63,digital_goods,Debit,D000129,30.0,1,60,3806.16,168,1699895,17,0,27220,0
669,TX000670,AC00023,M081,126.22,electronics,Debit,D000094,30.0,4,46,6133.41,77,1683217,16,3,10542,0
670,TX000671,AC00323,M093,820.15,travel,Debit,D000281,30.0,1,47,8802.97,181,1702917,16,0,30242,0
671,TX000672,AC00372,M039,986.81,digital_goods,Credit,D000093,30.0,1,68,14881.77,127,1680281,16,4,7606,0
672,TX000673,AC00497,M011,8.37,electronics,Debit,D000425,30.0,1,63,1106.34,135,1673540,16,3,865,0
673,TX000674,AC00130,M007,197.49,digital_goods,Credit,D000649,30.0,1,53,5005.33,30,1688402,16,0,15727,0
674,TX000675,AC00034,M066,637.97,travel,Debit,D000646,30.0,1,58,7949.03,90,1698081,17,0,25406,0
675,TX000676,AC00286,M001,13.52,electronics,Debit,D000584,30.0,1,26,259.77,65,1684169,16,0,11494,0
676,TX000677,AC00232,M048,432.1,electronics,Debit,D000264,30.0,1,49,2114.3,240,1679329,16,0,6654,0
677,TX000678,AC00182,M053,375.17,electronics,Debit,D000226,30.0,2,51,5495.3,66,1686244,17,3,13569,0
678,TX000679,AC00136,M034,642.68,travel,Debit,D000269,30.0,1,50,8461.46,94,1676653,16,4,3978,0
679,TX000680,AC00101,M033,78.44,digital_goods,Credit,D000476,30.0,1,52,6870.84,292,1700587,17,1,27912,0
680,TX000681,AC00328,M033,139.72,travel,Debit,D000516,30.0,1,49,5058.83,201,1673891,17,0,1216,0
681,TX000682,AC00356,M046,499.99,travel,Debit,D000100,30.0,1,31,8885.0,296,1690992,16,2,18317,0
682,TX000683,AC00312,M029,10.07,digital_goods,Debit,D000494,30.0,1,24,530.81,49,1673974,16,1,1299,0
683,TX000684,AC00242,M087,120.62,electronics,Debit,D000024,30.0,1,23,9379.53,85,1677515,16,0,4840,0
684,TX000685,AC00123,M032,578.49,travel,Debit,D000463,30.0,1,59,6475.13,180,1697478,17,0,24803,0
685,TX000686,AC00071,M058,119.3,travel,Debit,D000597,30.0,5,34,319.04,22,1693238,16,0,20563,1
686,TX000687,AC00370,M048,280.92,digital_goods,Debit,D000320,30.0,1,41,5298.85,168,1704133,18,0,31458,0
687,TX000688,AC00330,M042,42.42,digital_goods,Debit,D000068,30.0,1,21,490.57,102,1685639,17,3,12964,0
688,TX000689,AC00218,M030,77.03,electronics,Debit,D000681,30.0,1,67,11310.27,259,1687193,16,0,14518,0
689,TX000690,AC00437,M060,22.59,electronics,Debit,D000048,30.0,1,62,3988.75,45,1679933,16,0,7258,0
690,TX000691,AC00287,M097,568.76,electronics,Debit,D000221,30.0,1,51,7484.32,155,1696870,16,0,24195,0
691,TX000692,AC00418,M003,25.94,digital_goods,Credit,D000232,30.0,5,58,4815.11,211,1697482,18,0,24807,0
692,TX000693,AC00465,M074,105.94,travel,Debit,D000532,30.0,1,51,5963.1,207,1691424,16,0,18749,0
693,TX000694,AC00011,M032,733.29,electronics,Debit,D000618,30.0,5,52,10427.0,94,1678905,18,2,6230,0
694,TX000695,AC00432,M052,350.15,electronics,Credit,D000234,30.0,1,21,296.47,195,1701101,16,0,28426,0
695,TX000696,AC00240,M055,1151.18,electronics,Debit,D000208,30.0,1,65,1100.06,105,1692984,17,4,20309,0
696,TX000697,AC00497,M085,183.67,digital_goods,Debit,D000187,30.0,1,19,910.26,238,1687795,16,0,15120,0
697,TX000698,AC00026,M027,278.27,travel,Debit,D000141,30.0,1,29,6684.34,123,1681145,16,0,8470,0
698,TX000699,AC00277,M091,470.3,electronics,Debit,D000695,30.0,1,40,8524.09,88,1694544,18,1,21869,0
699,TX000700,AC00116,M042,261.69,electronics,Debit,D000117,30.0,1,53,5126.65,84,1701106,17,0,28431,0
700,TX000701,AC00367,M003,365.04,travel,Debit,D000232,30.0,1,22,873.89,94,1678120,16,0,5445,0
701,TX000702,AC00030,M070,211.1,travel,Debit,D000653,30.0,1,57,7059.77,136,1694710,16,3,22035,0
702,TX000703,AC00111,M050,21.49,electronics,Debit,D000108,30.0,1,58,11991.24,240,1683219,16,3,10544,0
703,TX000704,AC00220,M093,63.58,electronics,Debit,D000081,30.0,1,18,8086.04,199,1694454,17,0,21779,0
704,TX000705,AC00295,M005,321.86,electronics,Debit,D000554,30.0,1,63,12626.49,167,1690215,16,0,17540,0
705,TX000706,AC00137,M038,12.11,travel,Debit,D000577,30.0,1,75,1730.28,127,1702397,16,1,29722,0
706,TX000707,AC00004,M025,642.54,travel,Debit,D000663,30.0,1,44,3143.17,28,1683744,18,2,11069,0
707,TX000708,AC00442,M011,210.45,electronics,Debit,D000547,30.0,1,27,1242.49,146,1702313,16,0,29638,0
708,TX000709,AC00201,M017,313.65,travel,Credit,D000288,30.0,1,55,1886.36,173,1675094,16,0,2419,0
709,TX000710,AC00462,M039,99.76,travel,Debit,D000501,30.0,1,26,416.89,131,1691425,16,0,18750,0
710,TX000711,AC00390,M075,115.32,travel,Debit,D000663,30.0,1,53,5929.08,113,1690305,17,1,17630,0
711,TX000712,AC00297,M014,33.61,digital_goods,Debit,D000116,30.0,1,23,479.08,72,1692638,17,0,19963,0
712,TX000713,AC00173,M032,498.59,digital_goods,Credit,D000604,30.0,1,33,5862.99,32,1675095,16,0,2420,0
713,TX000714,AC00382,M047,98.81,travel,Debit,D000430,30.0,1,27,797.1,91,1693846,16,0,21171,0
714,TX000715,AC00175,M014,1.87,electronics,Debit,D000165,30.0,1,65,7287.94,147,1697826,18,4,25151,0
715,TX000716,AC00035,M075,78.92,digital_goods,Credit,D000118,30.0,1,59,5624.86,95,1686855,18,3,14180,0
716,TX000717,AC00219,M059,194.29,travel,Credit,D000307,30.0,1,39,2988.41,10,1674489,16,0,1814,0
717,TX000718,AC00416,M016,28.73,electronics,Debit,D000384,30.0,1,53,2712.96,185,1698768,16,1,26093,0
718,TX000719,AC00467,M026,105.53,digital_goods,Debit,D000003,30.0,1,24,1433.66,88,1686933,16,4,14258,0
719,TX000720,AC00465,M006,737.34,digital_goods,Debit,D000041,30.0,1,30,7336.56,34,1679334,17,0,6659,0
720,TX000721,AC00102,M044,237.86,electronics,Debit,D000274,30.0,1,18,475.63,210,1675705,17,0,3030,0
721,TX000722,AC00119,M024,409.61,travel,Debit,D000618,30.0,1,65,11698.15,89,1690387,16,2,17712,0
722,TX000723,AC00418,M009,75.53,digital_goods,Credit,D000597,30.0,1,21,1034.35,157,1692639,17,0,19964,0
723,TX000724,AC00237,M067,72.75,electronics,Debit,D000413,30.0,1,64,12042.79,15,1682958,16,0,10283,0
724,TX000725,AC00279,M052,39.11,digital_goods,Debit,D000241,30.0,1,26,518.54,143,1693591,18,4,20916,0
725,TX000726,AC00067,M004,1309.79,electronics,Debit,D000251,30.0,1,23,1258.93,139,1678120,16,0,5445,0
726,TX000727,AC00043,M093,729.38,electronics,Debit,D000443,30.0,1,68,9127.65,90,1699982,17,1,27307,0
727,TX000728,AC00012,M040,137.49,electronics,Debit,D000159,30.0,1,34,4471.05,50,1690390,16,2,17715,0
728,TX000729,AC00244,M060,504.71,digital_goods,Debit,D000009,30.0,1,29,6214.54,61,1681151,18,0,8476,0
729,TX000730,AC00395,M097,371.47,travel,Credit,D000661,30.0,1,24,1187.04,58,1685463,16,1,12788,0
730,TX000731,AC00253,M007,430.35,digital_goods,Debit,D000096,30.0,1,36,354.9,205,1676913,17,0,4238,0
731,TX000732,AC00394,M015,230.32,travel,Debit,D000272,30.0,1,35,791.46,56,1684174,18,0,11499,0
732,TX000733,AC00457,M015,121.71,electronics,Debit,D000674,30.0,1,52,5878.89,140,1693933,17,1,21258,0
733,TX000734,AC00046,M060,98.87,digital_goods,Debit,D000058,30.0,1,20,533.2,179,1672768,17,1,93,0
734,TX000735,AC00011,M046,117.55,electronics,Debit,D000088,30.0,1,24,897.94,35,1684514,16,4,11839,0
735,TX000736,AC00045,M072,244.64,travel,Debit,D000172,30.0,1,30,9159.56,103,1677004,18,1,4329,0
736,TX000737,AC00181,M092,321.93,electronics,Debit,D000083,30.0,1,45,4392.73,12,1701714,18,0,29039,0
737,TX000738,AC00149,M064,1092.73,travel,Debit,D000688,30.0,1,58,1390.98,11,1674494,17,0,1819,0
738,TX000739,AC00288,M061,283.23,digital_goods,Debit,D000695,30.0,1,40,2008.77,98,1675702,16,0,3027,0
739,TX000740,AC00014,M062,346.65,digital_goods,Debit,D000077,30.0,1,30,6356.96,60,1704125,16,0,31450,0
740,TX000741,AC00153,M097,381.62,digital_goods,Debit,D000670,30.0,1,64,6009.12,164,1674837,16,4,2162,0
741,TX000742,AC00164,M065,388.65,electronics,Debit,D000284,30.0,1,76,7896.85,43,1676995,16,1,4320,0
742,TX000743,AC00159,M068,29.22,electronics,Debit,D000432,30.0,1,24,1649.43,151,1688667,18,3,15992,0
743,TX000744,AC00360,M078,46.75,travel,Debit,D000469,30.0,1,67,2840.43,150,1690825,17,0,18150,0
744,TX000745,AC00326,M098,348.64,digital_goods,Debit,D000221,30.0,1,57,3274.96,128,1686330,17,4,13655,0
745,TX000746,AC00110,M088,319.17,digital_goods,Debit,D000444,30.0,1,73,6501.56,81,1673456,16,2,781,0
746,TX000747,AC00110,M012,73.95,electronics,Debit,D000337,30.0,1,26,363.92,76,1699029,16,4,26354,0
747,TX000748,AC00257,M100,389.63,digital_goods,Debit,D000645,30.0,1,27,9748.48,99,1676564,16,3,3889,0
748,TX000749,AC00145,M025,217.61,electronics,Debit,D000172,30.0,1,19,1404.53,45,1678988,17,3,6313,0
749,TX000750,AC00455,M082,199.84,electronics,Debit,D000330,30.0,1,21,706.44,150,1673884,16,0,1209,0
750,TX000751,AC00282,M033,56.35,electronics,Debit,D000266,30.0,1,44,5095.73,75,1675958,16,3,3283,0
751,TX000752,AC00045,M068,248.95,travel,Credit,D000454,30.0,1,65,3059.79,29,1686932,16,4,14257,0
752,TX000753,AC00390,M048,142.58,electronics,Debit,D000647,30.0,1,33,7844.23,145,1687191,16,0,14516,0
753,TX000754,AC00032,M087,1020.73,electronics,Debit,D000676,30.0,1,28,1119.61,87,1690216,16,0,17541,0
754,TX000755,AC00153,M039,84.34,digital_goods,Debit,D000493,30.0,3,58,5313.97,248,1686241,16,3,13566,0
755,TX000756,AC00460,M031,1607.55,electronics,Debit,D000070,30.0,1,31,6227.99,156,1694104,16,3,21429,0
756,TX000757,AC00154,M057,333.78,electronics,Debit,D000444,30.0,1,60,6810.94,98,1701366,17,3,28691,0
757,TX000758,AC00190,M060,332.59,digital_goods,Debit,D000163,30.0,1,55,1457.07,143,1689270,17,3,16595,0
758,TX000759,AC00156,M013,236.81,travel,Debit,D000274,30.0,1,22,813.68,15,1698339,16,3,25664,0
759,TX000760,AC00005,M066,417.8,travel,Credit,D000630,30.0,1,27,1518.82,130,1687796,16,0,15121,0
760,TX000761,AC00126,M052,319.27,electronics,Debit,D000172,30.0,1,50,10269.78,150,1691427,16,0,18752,0
761,TX000762,AC00201,M004,384.1,travel,Debit,D000497,30.0,1,42,672.79,172,1684953,18,2,12278,0
762,TX000763,AC00165,M084,820.62,travel,Credit,D000622,30.0,1,61,6024.8,158,1677863,17,4,5188,0
763,TX000764,AC00420,M073,474.77,digital_goods,Credit,D000046,30.0,1,56,2158.59,50,1703521,16,0,30846,0
764,TX000765,AC00329,M100,542.72,travel,Credit,D000573,30.0,1,43,6011.8,92,1693852,18,0,21177,0
765,TX000766,AC00037,M070,79.8,electronics,Debit,D000477,30.0,1,73,6372.58,76,1703265,17,4,30590,0
766,TX000767,AC00293,M043,46.24,travel,Debit,D000590,30.0,1,57,2569.56,52,1678723,16,0,6048,0
767,TX000768,AC00481,M054,327.8,electronics,Debit,D000517,30.0,1,61,10585.48,54,1700761,17,3,28086,0
768,TX000769,AC00233,M052,445.79,electronics,Debit,D000308,30.0,1,52,717.99,161,1688750,17,4,16075,0
769,TX000770,AC00235,M026,55.89,digital_goods,Debit,D000461,30.0,1,72,3689.65,150,1692291,16,3,19616,0
770,TX000771,AC00324,M013,158.41,travel,Debit,D000122,30.0,1,28,1512.16,16,1675960,16,3,3285,0
771,TX000772,AC00029,M033,101.19,digital_goods,Credit,D000524,30.0,1,64,14389.45,75,1701283,18,2,28608,0
772,TX000773,AC00093,M018,827.14,travel,Debit,D000645,30.0,4,36,9800.21,265,1673976,17,1,1301,0
773,TX000774,AC00141,M056,61.97,electronics,Debit,D000487,30.0,1,74,7014.69,95,1684781,18,0,12106,0
774,TX000775,AC00061,M050,27.21,electronics,Debit,D000700,30.0,1,79,3520.61,102,1686760,16,2,14085,0
775,TX000776,AC00092,M074,173.74,digital_goods,Debit,D000127,30.0,1,80,4913.42,64,1694195,17,4,21520,0
776,TX000777,AC00354,M091,176.11,travel,Debit,D000566,30.0,1,38,9155.35,105,1691686,16,3,19011,0
777,TX000778,AC00358,M065,88.4,digital_goods,Debit,D000112,30.0,1,46,2567.53,174,1699639,18,4,26964,0
778,TX000779,AC00078,M042,567.92,digital_goods,Debit,D000358,30.0,1,53,3779.47,14,1687278,16,1,14603,0
779,TX000780,AC00013,M001,138.11,digital_goods,Credit,D000227,30.0,1,68,4177.65,104,1702315,17,0,29640,0
780,TX000781,AC00030,M006,456.93,travel,Credit,D000587,30.0,1,28,7284.76,193,1695745,16,1,23070,0
781,TX000782,AC00074,M036,101.42,digital_goods,Debit,D000195,30.0,1,66,6530.59,146,1682442,17,1,9767,0
782,TX000783,AC00399,M006,300.61,digital_goods,Debit,D000086,30.0,1,44,7895.54,51,1682961,17,0,10286,0
783,TX000784,AC00323,M085,265.94,digital_goods,Debit,D000581,30.0,1,54,6781.3,132,1685981,16,0,13306,0
784,TX000785,AC00107,M050,345.54,digital_goods,Debit,D000054,30.0,1,29,2091.78,50,1674576,16,1,1901,0
785,TX000786,AC00211,M023,411.52,electronics,Debit,D000494,30.0,1,41,11108.39,88,1673372,17,1,697,0
786,TX000787,AC00297,M076,111.21,travel,Debit,D000401,30.0,1,35,9088.36,111,1692643,18,0,19968,0
787,TX000788,AC00102,M088,316.37,electronics,Debit,D000599,30.0,1,53,4671.69,86,1693244,17,0,20569,0
788,TX000789,AC00196,M005,260.63,travel,Debit,D000564,30.0,1,37,7534.73,142,1703098,18,2,30423,0
789,TX000790,AC00342,M092,92.36,electronics,Debit,D000598,30.0,1,29,6353.14,144,1679935,16,0,7260,0
790,TX000791,AC00027,M029,262.06,travel,Debit,D000408,30.0,1,63,13587.52,118,1694448,16,0,21773,0
791,TX000792,AC00339,M062,64.5,electronics,Debit,D000076,30.0,1,74,1351.24,230,1692297,18,3,19622,0
792,TX000793,AC00468,M007,253.55,electronics,Debit,D000112,30.0,5,28,2797.26,85,1673456,16,2,781,0
793,TX000794,AC00262,M028,408.28,travel,Credit,D000638,30.0,3,21,1222.77,125,1678897,16,2,6222,0
